play_id,game_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa,total_home_epa,total_away_epa,total_home_rush_epa,total_away_rush_epa,total_home_pass_epa,total_away_pass_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,total_home_comp_air_epa,total_away_comp_air_epa,total_home_comp_yac_epa,total_away_comp_yac_epa,total_home_raw_air_epa,total_away_raw_air_epa,total_home_raw_yac_epa,total_away_raw_yac_epa,wp,def_wp,home_wp,away_wp,wpa,home_wp_post,away_wp_post,total_home_rush_wpa,total_away_rush_wpa,total_home_pass_wpa,total_away_pass_wpa,air_wpa,yac_wpa,comp_air_wpa,comp_yac_wpa,total_home_comp_air_wpa,total_away_comp_air_wpa,total_home_comp_yac_wpa,total_away_comp_yac_wpa,total_home_raw_air_wpa,total_away_raw_air_wpa,total_home_raw_yac_wpa,total_away_raw_yac_wpa,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,touchback,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name,lateral_receiver_player_id,lateral_receiver_player_name,lateral_rusher_player_id,lateral_rusher_player_name,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv
3254,2019101304,KC,HOU,HOU,away,KC,HOU,54,10/13/19,282,1182,1182,Half2,0,16,0,3,2,0,4:42,HOU 46,1,65,(4:42) (Shotgun) C.Hyde right guard to HOU 49 for 3 yards (E.Ogbah).,run,3,1,0,0,0,0,0,NA,NA,NA,NA,right,guard,NA,NA,NA,NA,3,3,0,NA,NA,3,3,24,23,23,24,-1,23,24,-1,0.010424412,0.086758951,0.000645429,0.126928649,0.271515604,0.003411197,0.500315758,0,0,3.173511259,-0.197697034,-1.603387084,1.603387084,-0.258619839,0.258619839,-0.382638811,0.382638811,NA,NA,0,0,6.738912268,-6.738912268,2.576344376,-2.576344376,1.727205594,-1.727205594,3.461418719,-3.461418719,0.551350656,0.448649344,0.448649344,0.551350656,-0.007232059,0.455881403,0.544118597,-0.025529573,0.025529573,0.007920026,-0.007920026,NA,NA,0,0,0.253391568,-0.253391568,0.032892357,-0.032892357,-0.039921906,0.039921906,0.228284462,-0.228284462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0031045,C.Hyde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KC,NA,00-0033073,NA,E.Ogbah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
3275,2019101304,KC,HOU,HOU,away,KC,HOU,51,10/13/19,256,1156,1156,Half2,0,16,0,3,1,0,4:16,HOU 49,10,65,"(4:16) D.Watson pass incomplete short middle to W.Fuller [E.Ogbah]. PENALTY on KC-C.Ward, Defensive Holding, 5 yards, enforced at HOU 49 - No Play.",no_play,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,24,23,23,24,-1,23,24,-1,0.010266953,0.0855853,0.000543037,0.130080628,0.313397755,0.003371391,0.456754935,0,0,2.975814225,0.321134337,-1.924521421,1.924521421,-0.258619839,0.258619839,-0.382638811,0.382638811,NA,NA,0,0,6.738912268,-6.738912268,2.576344376,-2.576344376,1.727205594,-1.727205594,3.461418719,-3.461418719,0.544118597,0.455881403,0.455881403,0.544118597,0.011184885,0.444696518,0.555303482,-0.025529573,0.025529573,0.007920026,-0.007920026,NA,NA,0,0,0.253391568,-0.253391568,0.032892357,-0.032892357,-0.039921906,0.039921906,0.228284462,-0.228284462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,KC,00-0034573,C.Ward,5,0,NA,Defensive Holding,0,0,0,0
3308,2019101304,KC,HOU,HOU,away,KC,KC,46,10/13/19,249,1149,1149,Half2,0,16,0,3,1,0,4:09,KC 46,10,65,(4:09) (Shotgun) C.Hyde up the middle to KC 20 for 26 yards (C.Ward).,run,26,1,0,0,0,0,0,NA,NA,NA,NA,middle,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,24,23,23,24,-1,23,24,-1,0.00920266,0.073976967,0.000346967,0.112324907,0.326700992,0.003277555,0.474169951,0,0,3.296948562,1.146314402,-3.070835823,3.070835823,-1.404934241,1.404934241,-0.382638811,0.382638811,NA,NA,0,0,6.738912268,-6.738912268,2.576344376,-2.576344376,1.727205594,-1.727205594,3.461418719,-3.461418719,0.555303482,0.444696518,0.444696518,0.555303482,0.041487263,0.403209255,0.596790745,-0.067016836,0.067016836,0.007920026,-0.007920026,NA,NA,0,0,0.253391568,-0.253391568,0.032892357,-0.032892357,-0.039921906,0.039921906,0.228284462,-0.228284462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0031045,C.Hyde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KC,NA,00-0034573,NA,C.Ward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
3329,2019101304,KC,HOU,HOU,away,KC,KC,20,10/13/19,208,1108,1108,Half2,0,16,0,3,1,0,3:28,KC 20,10,65,(3:28) (Shotgun) C.Hyde right guard to KC 18 for 2 yards (D.Nnadi).,run,2,1,0,0,0,0,0,NA,NA,NA,NA,right,guard,NA,NA,NA,NA,3,3,0,NA,NA,3,3,24,23,23,24,-1,23,24,-1,0.004927389,0.032185423,3.14E-05,0.048607899,0.376615294,0.002627416,0.535005218,0,0,4.443262964,-0.303970739,-2.766865084,2.766865084,-1.100963502,1.100963502,-0.382638811,0.382638811,NA,NA,0,0,6.738912268,-6.738912268,2.576344376,-2.576344376,1.727205594,-1.727205594,3.461418719,-3.461418719,0.596790745,0.403209255,0.403209255,0.596790745,-0.011284532,0.414493787,0.585506213,-0.055732304,0.055732304,0.007920026,-0.007920026,NA,NA,0,0,0.253391568,-0.253391568,0.032892357,-0.032892357,-0.039921906,0.039921906,0.228284462,-0.228284462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0031045,C.Hyde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KC,NA,00-0034818,NA,D.Nnadi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
3350,2019101304,KC,HOU,HOU,away,KC,KC,18,10/13/19,162,1062,1062,Half2,0,16,0,3,2,0,2:42,KC 18,8,65,(2:42) (Shotgun) D.Watson pass short left to K.Coutee to KC 13 for 5 yards (B.Niemann).,pass,5,1,0,1,0,0,0,short,left,4,1,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,24,23,23,24,-1,23,24,-1,0.006050649,0.03438326,6.36E-05,0.052793099,0.430359635,0.002681329,0.473668465,0,0,4.139292224,-0.287885928,-2.478979156,2.478979156,-1.100963502,1.100963502,-0.094752883,0.094752883,-0.627289472,0.339403544,-0.627289472,0.339403544,7.36620174,-7.36620174,2.236940832,-2.236940832,2.354495066,-2.354495066,3.122015175,-3.122015175,0.585506213,0.414493787,0.414493787,0.585506213,-0.010505365,0.424999152,0.575000848,-0.055732304,0.055732304,0.018425391,-0.018425391,-0.023031211,0.012525845,-0.023031211,0.012525845,0.276422779,-0.276422779,0.020366511,-0.020366511,-0.016890695,0.016890695,0.215758617,-0.215758617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0033537,D.Watson,00-0034366,K.Coutee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KC,NA,00-0034296,NA,B.Niemann,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
3374,2019101304,KC,HOU,HOU,away,KC,KC,13,10/13/19,122,1022,1022,Half2,0,16,0,3,3,0,2:02,KC 13,3,65,(2:02) (Shotgun) D.Watson pass short right to D.Hopkins to KC 8 for 5 yards (T.Mathieu).,pass,5,1,0,1,0,0,0,short,right,5,0,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,24,23,23,24,-1,23,24,-1,0.006566697,0.03028377,6.20E-05,0.048126213,0.528016157,0.002679905,0.384265259,0,0,3.851406296,1.470213026,-3.949192182,3.949192182,-1.100963502,1.100963502,-1.564965909,1.564965909,1.470213026,0,1.470213026,0,5.895988714,-5.895988714,2.236940832,-2.236940832,0.88428204,-0.88428204,3.122015175,-3.122015175,0.575000848,0.424999152,0.424999152,0.575000848,0.05655793,0.368441222,0.631558778,-0.055732304,0.055732304,-0.038132539,0.038132539,0.05655793,0,0.05655793,0,0.219864849,-0.219864849,0.020366511,-0.020366511,-0.073448625,0.073448625,0.215758617,-0.215758617,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0033537,D.Watson,00-0030564,D.Hopkins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KC,NA,00-0030459,NA,T.Mathieu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
3398,2019101304,KC,HOU,HOU,away,KC,KC,8,10/13/19,85,985,985,Half2,0,16,0,3,1,1,1:25,KC 8,8,65,(1:25) (Shotgun) C.Hyde up the middle to KC 7 for 1 yard (D.Wilson).,run,1,1,0,0,0,0,0,NA,NA,NA,NA,middle,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,24,23,23,24,-1,23,24,-1,0.003706869,0.012334047,6.84E-06,0.014203846,0.330615178,0.001543205,0.637590017,0,0,5.321619322,-0.296975103,-3.652217079,3.652217079,-0.803988399,0.803988399,-1.564965909,1.564965909,NA,NA,0,0,5.895988714,-5.895988714,2.236940832,-2.236940832,0.88428204,-0.88428204,3.122015175,-3.122015175,0.631558778,0.368441222,0.368441222,0.631558778,-0.010584499,0.379025721,0.620974279,-0.045147806,0.045147806,-0.038132539,0.038132539,NA,NA,0,0,0.219864849,-0.219864849,0.020366511,-0.020366511,-0.073448625,0.073448625,0.215758617,-0.215758617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,00-0031045,C.Hyde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KC,NA,00-0032215,NA,D.Wilson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
3419,2019101304,KC,HOU,HOU,away,KC,KC,7,10/13/19,39,939,939,Half2,0,16,0,3,2,1,0:39,KC 7,7,65,"(:39) (Shotgun) PENALTY on HOU-L.Tunsil, False Start, 5 yards, enforced at KC 7 - No Play.",no_play,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,24,23,23,24,-1,23,24,-1,0.004792927,0.014402618,2.24E-05,0.017074972,0.387328936,0.001842346,0.574535753,0,0,5.024644219,-0.423102567,-3.229114512,3.229114512,-0.803988399,0.803988399,-1.564965909,1.564965909,NA,NA,0,0,5.895988714,-5.895988714,2.236940832,-2.236940832,0.88428204,-0.88428204,3.122015175,-3.122015175,0.620974279,0.379025721,0.379025721,0.620974279,-0.015851328,0.394877048,0.605122952,-0.045147806,0.045147806,-0.038132539,0.038132539,NA,NA,0,0,0.219864849,-0.219864849,0.020366511,-0.020366511,-0.073448625,0.073448625,0.215758617,-0.215758617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,HOU,00-0032380,L.Tunsil,5,0,NA,False Start,0,0,0,0
3442,2019101304,KC,HOU,HOU,away,KC,KC,12,10/13/19,13,913,913,Half2,0,16,0,3,2,1,0:13,KC 12,12,65,(:13) (Shotgun) D.Watson pass incomplete short middle to D.Hopkins.,pass,0,1,0,1,0,0,0,short,middle,10,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,24,23,23,24,-1,23,24,-1,0.006332982,0.016200771,1.48E-05,0.018519723,0.481459957,0.001374145,0.476097634,0,0,4.601541653,-0.691977897,-2.537136615,2.537136615,-0.803988399,0.803988399,-0.872988012,0.872988012,-0.673556313,-0.018421584,0,0,5.895988714,-5.895988714,2.236940832,-2.236940832,1.557838353,-1.557838353,3.140436759,-3.140436759,0.605122952,0.394877048,0.394877048,0.605122952,-0.026471815,0.421348863,0.578651137,-0.045147806,0.045147806,-0.011660724,0.011660724,-0.025738649,-0.000733166,0,0,0.219864849,-0.219864849,0.020366511,-0.020366511,-0.047709976,0.047709976,0.216491782,-0.216491782,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0033537,D.Watson,00-0030564,D.Hopkins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
3464,2019101304,KC,HOU,HOU,away,KC,KC,12,10/13/19,9,909,909,Half2,0,16,0,3,3,1,0:09,KC 12,12,65,(:09) (Shotgun) D.Watson pass short left intended for D.Hopkins INTERCEPTED by C.Ward at KC -2. Touchback.,pass,0,1,0,1,0,0,0,short,left,12,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,24,23,23,24,-1,23,24,-1,0.00731824,0.019306463,2.37E-05,0.023282368,0.62756185,0.001945969,0.320561384,0,0,3.909563756,-4.476180865,1.93904425,-1.93904425,-0.803988399,0.803988399,3.603192853,-3.603192853,3.090436244,-7.56661711,0,0,5.895988714,-5.895988714,2.236940832,-2.236940832,-1.532597891,1.532597891,10.70705387,-10.70705387,0.578651137,0.421348863,0.421348863,0.578651137,-0.107822165,0.529171028,0.470828972,-0.045147806,0.045147806,0.096161441,-0.096161441,0.120968843,-0.228791008,0,0,0.219864849,-0.219864849,0.020366511,-0.020366511,-0.168678819,0.168678819,0.44528279,-0.44528279,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0033537,D.Watson,00-0030564,D.Hopkins,NA,NA,NA,NA,NA,NA,NA,NA,00-0034573,C.Ward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0034573,C.Ward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KC,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
3491,2019101304,KC,HOU,KC,home,HOU,KC,80,10/13/19,4,904,904,Half2,0,17,0,3,1,0,0:04,KC 20,10,5,(:04) (Shotgun) P.Mahomes pass incomplete short left to D.Thomas.,pass,0,1,0,1,0,0,0,short,left,-4,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,24,23,24,23,1,24,23,1,0.052792814,0.165548899,0.006035123,0.250290563,0.208373454,0.003293279,0.313665868,0,0,0.56661711,-0.74002515,1.1990191,-1.1990191,-0.803988399,0.803988399,2.863167703,-2.863167703,-1.114578861,0.37455371,0,0,5.895988714,-5.895988714,2.236940832,-2.236940832,-2.647176752,2.647176752,11.08160758,-11.08160758,0.529171028,0.470828972,0.529171028,0.470828972,-0.026317822,0.502853206,0.497146794,-0.045147806,0.045147806,0.069843619,-0.069843619,-0.039483721,0.013165899,0,0,0.219864849,-0.219864849,0.020366511,-0.020366511,-0.20816254,0.20816254,0.458448689,-0.458448689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0033873,P.Mahomes,00-0031060,D.Thomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
3513,2019101304,KC,HOU,KC,home,HOU,KC,80,10/13/19,1,901,901,Half2,0,17,0,3,2,0,0:01,KC 20,10,5,(:01) (Shotgun) P.Mahomes pass incomplete deep left to D.Robinson (L.Johnson).,pass,0,1,0,1,0,0,0,deep,left,34,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,24,23,24,23,1,24,23,1,0.054290393,0.191346822,0.007265136,0.289444921,0.186083348,0.003591712,0.267977668,0,0,-0.173408041,-0.929693676,0.269325423,-0.269325423,-0.803988399,0.803988399,1.933474027,-1.933474027,3.466665964,-4.39635964,0,0,5.895988714,-5.895988714,2.236940832,-2.236940832,0.819489212,-0.819489212,6.685247939,-6.685247939,0.502853206,0.497146794,0.502853206,0.497146794,-0.032588451,0.470264755,0.529735245,-0.045147806,0.045147806,0.037255168,-0.037255168,0.129916317,-0.162504768,0,0,0.219864849,-0.219864849,0.020366511,-0.020366511,-0.078246223,0.078246223,0.295943921,-0.295943921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0033873,P.Mahomes,00-0032775,D.Robinson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0035244,L.Johnson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
3535,2019101304,KC,HOU,NA,NA,NA,KC,NA,10/13/19,0,900,900,Half2,1,17,0,3,NA,NA,0:00,KC 20,0,5,END QUARTER 3,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,24,23,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0.269325423,-0.269325423,-0.803988399,0.803988399,1.933474027,-1.933474027,NA,NA,NA,NA,5.895988714,-5.895988714,2.236940832,-2.236940832,0.819489212,-0.819489212,6.685247939,-6.685247939,NA,NA,NA,NA,0,NA,NA,-0.045147806,0.045147806,0.037255168,-0.037255168,NA,NA,NA,NA,0.219864849,-0.219864849,0.020366511,-0.020366511,-0.078246223,0.078246223,0.295943921,-0.295943921,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
